Building_Type,Year_Built,Floor_Area_m2,Orientation,Material,Insulation_Level,Solar_Potential_kWh_m2,Wind_Potential_m_s,Geothermal_Potential,Energy_Demand_kWh,Installation_Area_m2,Carbon_Reduction_Percent,Payback_Period_Years,Optimal_Solar_Utilization_Percent,Energy_Demand_per_m2,Solar_Energy_Capacity_kWh,Carbon_Reduction_kWh,Building_Size_Category
Thatched_Hut,1777,278,East,Stone,Medium,5.738315417861368,2.251174813536045,1.382548533826485,11800,82,29.003923577073177,5.041497507358147,21.950622327219943,42.44604316546763,470.5418642646322,3422.4629820946348,Large
Thatched_Hut,1700,54,East,Timber,Low,6.248156602329923,3.157818532810782,0.8189964297670143,5597,80,13.174010782724196,9.147085287789215,20.083740042389397,103.64814814814815,499.8525281863938,737.3493835090733,Small
Thatched_Hut,1750,242,South,Brick,Low,6.132330338996761,3.121841403437202,0.6455273273556341,14724,59,28.856320926365832,10.931842944504655,17.434289457051598,60.84297520661157,361.8074900008089,4248.804693198105,Large
Thatched_Hut,1872,217,North,Thatch,Medium,3.968046899431785,4.658864649367153,0.5963578637856888,12320,63,12.851207219548582,7.4982992102232835,17.133517549847127,56.774193548387096,249.98695466420244,1583.2687294483853,Large
Stone_Villa,1904,253,West,Brick,High,6.698871654474878,2.454113513789825,1.3890440999643163,13705,43,12.84860942254993,5.7580254953804175,10.19608409971051,54.1699604743083,288.0514811424198,1760.9019213604681,Large
Brick_Cottage,1959,233,North,Thatch,High,3.9929303028652994,2.4556585170098906,1.7375529787142,10622,70,31.845500715654467,7.946140748202444,18.269556637676388,45.587982832618025,279.50512120057095,3382.6290860168174,Large
Brick_Cottage,1987,213,North,Stone,Medium,6.294122500836549,2.9856744496573957,1.7874956476713872,6877,77,19.72405521498389,10.089731143409548,23.31731084088069,32.286384976525824,484.64743256441426,1356.423277134442,Large
Stone_Villa,1733,94,West,Stone,Low,5.164581470562426,2.1633981421005126,1.1954331115151748,17164,52,39.32268843141243,5.751108472594708,19.745779590555088,182.59574468085106,268.55823646924614,6749.346242367629,Small
Brick_Cottage,1794,200,West,Stone,Low,5.555402938306392,2.5473741219574704,1.6764069489600757,17035,35,11.120588093066647,6.44233992149023,14.12794657514548,85.175,194.4391028407237,1894.3921816539032,Medium
Stone_Villa,1771,96,South,Stone,High,7.113192057502842,4.8956289156372055,1.9203202945115356,6699,41,23.353199911539825,6.032862927800899,11.74670741963094,69.78125,291.64087435761655,1564.4308620740528,Small
Thatched_Hut,1738,80,South,Stone,High,7.059534905893946,3.2845518196015187,0.912755168732102,14221,76,13.39407813022071,10.578634289026574,20.822729467130348,177.7625,536.5246528479399,1904.7718508986873,Small
Stone_Villa,1853,188,South,Brick,Medium,6.771425222620119,3.896057625267309,1.0969405195711357,17787,81,20.54136900274326,5.440248357167408,21.750779357754386,94.61170212765957,548.4854430322296,3653.6933045179435,Medium
Thatched_Hut,1949,59,South,Stone,High,5.5405935218252935,4.178333778033911,1.897218488895021,10780,90,39.94667351827152,9.80610551480103,18.631093840402,182.71186440677965,498.6534169642764,4306.25140526967,Small
Thatched_Hut,1861,244,South,Timber,Medium,6.444959240535333,3.1008842210216017,1.0073464509759271,5716,91,36.66527535215596,7.5651984452723395,26.815771357999445,23.42622950819672,586.4912908887153,2095.7871391292347,Large
Wooden_House,1817,167,West,Timber,High,5.551588222075237,2.441681223231551,1.8708144354826943,18429,89,11.449732265661908,10.290538700197116,21.43367236113803,110.35329341317366,494.09135176469607,2110.071159238833,Medium
Stone_Villa,1958,63,North,Brick,High,6.978424329899109,2.6197430486653426,1.9715672933816983,18796,49,26.897675314770503,11.750683931488265,10.61801650528162,298.3492063492063,341.94279216505635,5055.687052164264,Small
Wooden_House,1967,129,South,Thatch,High,5.1111033329316,2.9397994297418317,1.492716092861637,9086,42,29.43466914473307,5.801817097105376,8.536040735812644,70.43410852713178,214.6663399831272,2674.4340384904467,Medium
Stone_Villa,1753,251,South,Timber,Low,7.380941377659507,3.908205261056677,1.7253354342562526,19936,51,16.286038718503768,7.200695287472209,17.449156809669,79.42629482071713,376.4280102606349,3246.784678920911,Large
Stone_Villa,1935,142,North,Thatch,Low,7.22929103291551,3.1948416472671632,1.6243183463316275,5665,76,14.353167201893507,10.670877994032,13.904804932752718,39.894366197183096,549.4261185015788,813.1069219872672,Medium
Wooden_House,1921,59,South,Brick,Low,6.466410477807142,2.020444093700384,1.5493013864232856,12846,28,37.1314340399657,6.863108702358235,7.087265556092861,217.72881355932202,181.05949337859997,4769.904016773994,Small
Wooden_House,1950,125,North,Thatch,High,4.617663536704288,3.570221555202416,0.9603966094718488,11611,50,39.0644932445013,6.505844179322287,14.18819513598097,92.888,230.8831768352144,4535.778310619045,Medium
Stone_Villa,1811,143,North,Thatch,Medium,4.026614355173034,4.764540175722254,0.5856415068619156,15400,90,39.75678571958926,10.777645845082802,18.18143486472365,107.6923076923077,362.395291965573,6122.545000816746,Medium
Brick_Cottage,1954,154,West,Thatch,Medium,6.91881380037279,4.436232833026037,1.0145775987794758,19605,28,33.69285321203904,11.909576548041793,14.183472886209136,127.3051948051948,193.72678641043814,6605.483872220254,Medium
Thatched_Hut,1906,50,East,Thatch,Medium,4.1612091445518455,4.475634113778893,1.50040397780586,6079,32,29.905062082157716,8.89816413103576,9.39431731691691,121.58,133.15869262565906,1817.9287239743678,Small
Wooden_House,1928,182,West,Brick,Medium,6.917043155989343,4.385174052818393,0.6537937973417021,13419,77,20.37190756578994,6.946341238333375,20.197953893452706,73.73076923076923,532.6123230111793,2733.706276253352,Medium
Thatched_Hut,1765,69,East,Timber,Low,5.463060026849442,2.9711924768312707,0.5178769744673631,13340,22,15.141949369742573,7.789961731200378,11.36879349893978,193.33333333333334,120.18732059068773,2019.936045923659,Small
Brick_Cottage,1774,57,East,Stone,Low,5.126227135232417,4.295581501263176,0.709538558904408,6069,54,12.36941798098695,6.190912291685264,13.664505163761335,106.47368421052632,276.81626530255056,750.699977266098,Small
Brick_Cottage,1802,220,East,Thatch,High,7.112763115337716,2.4294840734335788,1.573603889616193,10263,40,30.79892405654476,10.333210952235268,11.105543232449469,46.65,284.51052461350866,3160.8935759231886,Large
Brick_Cottage,1891,253,South,Timber,High,5.915403930161112,3.9731484418278606,1.959190552484666,12951,83,33.541702455380744,10.414318124759376,23.800559643825075,51.1897233201581,490.9785262033723,4343.98588499636,Large
Wooden_House,1951,50,West,Timber,Medium,5.806456028518872,3.924705700054983,1.974597049422231,17919,71,34.793609573649405,11.12584694667746,17.785921557040993,358.38,412.25837802483994,6234.666899502236,Small
Brick_Cottage,1925,106,East,Brick,Low,5.73506377849759,2.076709397269204,1.240968723710282,6363,53,37.41295009911396,5.186217945175947,14.35627756614806,60.028301886792455,303.9583802603723,2380.586014806621,Medium
Wooden_House,1993,113,North,Timber,Medium,4.984678064078126,4.363910400772795,1.804028451488521,9508,54,36.39788690915121,8.933869391384654,17.3776484307326,84.14159292035399,269.17261546021876,3460.7110873220972,Medium
Brick_Cottage,1797,167,South,Brick,High,6.642572414116509,4.709744315285391,1.6052396836272562,6755,34,39.992238167742784,6.499788040402291,15.836609181882508,40.449101796407184,225.8474620799613,2701.475688231025,Medium
Thatched_Hut,1985,261,West,Thatch,High,4.511193776063092,2.802245835416323,1.2515603554769053,5519,25,17.321920329017537,7.3861811084465,10.427714375086714,21.1455938697318,112.7798444015773,955.9967829584779,Large
Thatched_Hut,1948,77,East,Thatch,Medium,7.2555798401651,4.437172172558453,1.35914079943263,10463,51,32.89922845636632,10.494689307005553,19.795519045605147,135.88311688311688,370.0345718484201,3442.2462733896086,Small
Stone_Villa,1865,170,North,Stone,High,7.075940820187843,2.2472179155858445,0.7058407199253066,19722,71,27.59378537124393,6.3442355665304735,22.095171322661848,116.01176470588236,502.3917982333369,5442.0463509167275,Medium
Thatched_Hut,1729,156,West,Stone,Medium,4.849921302699593,3.799903574783198,1.906492190924888,16736,47,17.83735397360747,9.468392254067629,14.41435195738388,107.28205128205128,227.94630122688085,2985.259561022946,Medium
Stone_Villa,1946,214,West,Stone,Low,6.417855079326655,3.4569405960028314,1.0278946560976652,15514,83,39.45715966860829,9.581963338565188,25.413103376173325,72.49532710280374,532.6819715841124,6121.38375098789,Large
Thatched_Hut,1805,224,South,Timber,Medium,5.792892777798366,3.637770599927,1.1692238846857543,19688,98,36.936943143227566,11.678657404316104,18.85626117531315,87.89285714285714,567.7034922242399,7272.145366038643,Large
Wooden_House,1750,278,West,Thatch,Low,4.850597207996938,4.778615605653036,1.507490346496848,12233,97,13.855470053323494,10.426126499702558,19.749934421268016,44.00359712230216,470.507929175703,1694.939651623063,Large
Thatched_Hut,1780,253,South,Brick,Low,7.454086591981786,4.613945741740561,1.000853707289831,6102,38,10.784750269702595,10.625446030075851,12.656460077290204,24.118577075098813,283.25529049530786,658.0854614572523,Large
Stone_Villa,1832,214,East,Stone,High,3.600949383393057,4.355250971719271,0.8813887414833959,5597,34,30.649922869980305,8.721205243125254,10.918416041172282,26.154205607476637,122.43227903536393,1715.4761830327977,Large
Stone_Villa,1984,98,South,Brick,High,4.510584122485147,2.8210953730351127,1.4465740899053308,18947,25,28.12391886569605,6.307465650136595,5.581910844101038,193.33673469387756,112.76460306212867,5328.638907483431,Small
Brick_Cottage,1837,290,North,Brick,High,5.580296244444602,4.735455886058275,0.5374761234227742,8273,92,38.07446872333438,7.978943560028462,21.4391371734355,28.52758620689655,513.3872544889034,3149.900797481453,Large
Wooden_House,1883,169,South,Stone,Medium,5.587812013914256,2.2925230773916256,1.5810876680400183,17241,57,17.020158614811095,8.846427014582742,12.49456257634276,102.01775147928994,318.5052847931126,2934.445546779581,Medium
Thatched_Hut,1972,93,North,Thatch,Medium,5.8557322997822565,4.559987649676364,1.2710350548147646,10781,45,12.531638436849612,9.748934761995988,11.909524152900053,115.9247311827957,263.50795349020154,1351.0359398767566,Small
Brick_Cottage,1768,105,South,Stone,High,6.506704688091677,2.984480217060823,1.4086305957814016,15797,70,17.776460013159593,9.25396378282349,20.496188553207865,150.44761904761904,455.46932816641737,2808.147388278821,Medium
Thatched_Hut,1733,205,West,Brick,Medium,5.993911322077185,2.1613169349859502,1.4478202388703276,11256,92,10.567829215343904,7.757844802420704,25.227087419865647,54.90731707317073,551.439841631101,1189.51485647911,Large
Thatched_Hut,1961,160,East,Stone,High,5.901125842112148,4.008070952722245,1.2905752347388455,12258,72,11.076782535667974,6.85719174897089,19.58772695336508,76.6125,424.8810606320747,1357.7920032221803,Medium
Brick_Cottage,1752,256,North,Brick,Medium,3.714057851652173,2.6938397849478664,1.373800666161104,15380,75,37.44573417762279,6.1776159024257815,22.79558306487131,60.078125,278.55433887391297,5759.153916518385,Large
Brick_Cottage,1904,183,South,Brick,Low,5.006121151157194,2.730713377593896,1.525682301334812,19212,78,20.560497475056348,9.856917703905864,17.888686366818224,104.98360655737704,390.4774497902611,3950.0827749078253,Medium
Brick_Cottage,1825,157,South,Stone,Low,4.428222958804624,2.9181414986863143,1.6296782707695112,18017,89,22.32427003029042,9.517790720187396,19.24073353461675,114.75796178343948,394.11184333361155,4022.163731357425,Medium
Brick_Cottage,1934,238,South,Timber,High,4.561480446407902,2.19105430250755,1.5911785869291808,13780,97,10.551149636143132,9.811607260304648,19.700619056199507,57.89915966386555,442.46360330156654,1453.9484198605235,Large
Brick_Cottage,1742,197,West,Stone,Medium,5.717349897361379,2.5313814325947623,1.8044246865983928,11554,77,18.1156534051554,7.607692169619564,19.709087138671887,58.6497461928934,440.2359420968262,2093.082594431655,Medium
Thatched_Hut,1939,163,West,Timber,Medium,4.298021259718434,2.015418882756681,0.7841651497511042,17664,32,34.141779512242934,6.836854757995216,6.838184685042559,108.3680981595092,137.53668031098988,6030.803933042592,Medium
Brick_Cottage,1810,127,North,Brick,Low,4.67579640406759,3.3362285633173605,1.1017219542376964,14599,62,28.464728790001576,10.31804930076648,16.31570304878327,114.95275590551181,289.8993770521906,4155.56575605233,Medium
Wooden_House,1948,179,North,Brick,Low,4.448338834069361,2.252766132253914,1.9216940990216853,19157,95,32.61341803259246,10.41553176538734,24.05373346905371,107.02234636871508,422.59218923658926,6247.752492503738,Medium
Stone_Villa,1850,250,West,Timber,High,7.294011772872778,4.047957815132597,1.0948858615794943,13002,70,23.416412223813552,8.189314617767884,17.739871587326554,52.008,510.58082410109444,3044.601917340238,Large
Brick_Cottage,1882,86,North,Brick,Low,7.278662928684381,2.706868553574945,0.6873051153588841,9846,38,19.291876652539894,9.28332859337127,15.8435251786336,114.48837209302326,276.58919129000645,1899.478175209078,Small
Brick_Cottage,1794,69,East,Timber,High,5.939766234384207,4.830722432105532,1.2881676895432692,17914,40,24.484302799851108,7.614637649622189,12.97751859104853,259.6231884057971,237.5906493753683,4386.118003565327,Small
Thatched_Hut,1707,75,East,Timber,Low,7.1980898749276,4.613754882195957,0.6642364588316932,16582,43,19.692132052172536,9.913630400838649,9.385526784879575,221.09333333333333,309.5178646218868,3265.34933689125,Small
Brick_Cottage,1883,78,West,Brick,Low,6.643250581873493,2.8683226849046246,0.8042798580917978,16632,45,35.16913290022204,10.8500511765351,13.460690919987094,213.23076923076923,298.9462761843072,5849.330183964929,Small
Brick_Cottage,1980,50,North,Thatch,Medium,5.859791531207235,4.349646363970036,1.997478134856435,14821,64,18.93021146778537,9.817632941349546,17.413434695465185,296.42,375.02665799726304,2805.6466416404696,Small
Brick_Cottage,1894,168,South,Timber,Low,3.525740845987183,4.4097347139944185,1.312043957594198,14186,47,29.792909213592512,8.588078387929956,10.66083691257164,84.44047619047619,165.7098197613976,4226.422101040233,Medium
Thatched_Hut,1894,84,East,Stone,Low,6.590065144317617,4.959689342343231,0.9260875835606436,18871,48,14.109466669285837,8.210605716446592,8.460274158688303,224.6547619047619,316.3231269272456,2662.59745516093,Small
Brick_Cottage,1854,247,West,Stone,High,6.309953366353875,3.793519960537055,1.992162431860859,9798,36,30.6059948120473,9.49623755683021,12.350685000124477,39.66801619433198,227.1583211887395,2998.7753716843945,Large
Stone_Villa,1792,278,North,Brick,Low,5.961014613129656,2.2458972039309866,1.9498383778327149,11605,87,37.39899134800101,9.758676241209312,26.647372879319867,41.74460431654676,518.6082713422801,4340.152945935517,Large
Thatched_Hut,1859,294,West,Thatch,High,6.541697246729887,3.940511686779143,1.1611085616263952,15251,63,28.257494639197247,8.911106104671774,16.765096721982054,51.874149659863946,412.1269265439829,4309.550507423972,Large
Stone_Villa,1760,108,South,Brick,Low,5.551688659099063,3.8749392451281057,0.8906046631818626,18467,80,26.79566140103432,9.374595925751764,23.64158209097299,170.99074074074073,444.13509272792504,4948.354790929008,Medium
Thatched_Hut,1821,118,East,Thatch,Low,6.316333085285356,3.915051732261295,1.757599457138285,17764,87,38.833548040649205,5.676120777461725,26.6565330749322,150.54237288135593,549.520978419826,6898.391473940926,Medium
Brick_Cottage,1750,210,West,Timber,High,7.240688346905973,2.9214369443126347,1.5734310754576786,7986,93,28.821896659475392,11.662358612996286,19.2441899531411,38.02857142857143,673.3840162622555,2301.716667225705,Large
Stone_Villa,1976,290,West,Timber,Medium,5.0032200633843456,4.579038755240999,1.5304121525052654,5400,44,17.786512998192478,10.535411446124238,13.054878260642283,18.620689655172413,220.1416827889112,960.4717019023938,Large
Thatched_Hut,1704,228,West,Timber,High,6.332487339602501,4.878416548866236,1.839670611983709,7855,86,18.771730715432213,7.6174950879474865,20.07457297447476,34.45175438596491,544.5939112058151,1474.5194476972003,Large
Wooden_House,1791,255,South,Timber,High,5.402751272043835,2.6531375389344545,1.534125700806987,15416,21,31.159199276077818,8.93968827667541,5.731821160923987,60.45490196078431,113.45777671292053,4803.502160400157,Large
Brick_Cottage,1869,61,West,Stone,High,6.197598607255927,2.2644564744099336,0.9256969145623236,8412,68,32.06309781676559,5.331271710954949,20.70823829978056,137.9016393442623,421.436705293403,2697.1477883463212,Small
Thatched_Hut,1721,283,South,Stone,Medium,6.5515733422174565,2.5836050995054523,1.5407947428135984,5056,89,19.10488695367045,5.288594697993423,24.355163613441302,17.86572438162544,583.0900274573536,965.9430843775781,Large
Wooden_House,1700,69,South,Brick,Low,3.681810001743184,4.4616564177671565,0.958720266925496,13022,45,20.360319337789907,6.755588345783739,8.324782452842223,188.7246376811594,165.68145007844328,2651.3207841670014,Small
Thatched_Hut,1832,230,South,Thatch,High,6.086401775794648,4.029933904459543,1.6388584694854926,6875,91,39.73169526217261,9.827911496552364,27.3952349353662,29.891304347826086,553.862561597313,2731.5540492743667,Large
Wooden_House,1932,291,East,Timber,High,4.406964737627778,3.90814202701738,1.429621781737349,9543,46,13.058576487408324,10.965034234600084,13.027805610149116,32.79381443298969,202.7203779308778,1246.1799541933765,Large
Brick_Cottage,1711,265,East,Timber,Medium,6.180130151230268,3.2053794053282734,0.6161173279771259,9298,37,22.139350853202977,8.914301159858939,15.25489492038333,35.08679245283019,228.66481559551994,2058.516842330813,Large
Stone_Villa,1745,92,West,Thatch,High,5.373320743735254,3.733483914534307,1.269253043652713,8768,73,11.873425935925225,8.724929177076467,14.899749317681769,95.30434782608695,392.25241429267356,1041.0619860619238,Small
Wooden_House,1733,175,West,Thatch,Low,6.594210967459549,2.9236223758231024,1.0149514537936115,10752,20,34.63235085994723,7.816166736540262,13.590457379846312,61.44,131.88421934919097,3723.6703644615263,Medium
Thatched_Hut,1777,275,East,Brick,Medium,3.9936032608223857,3.431600238253884,0.9928559490984414,9833,80,12.770375168362968,6.131185691706149,16.73277858729007,35.75636363636364,319.48826086579083,1255.7109903051307,Large
Brick_Cottage,1917,266,North,Thatch,Low,6.00528940662478,4.379189085111968,1.403384453565886,17489,22,30.22022069388133,5.828478709286113,4.798668645117219,65.74812030075188,132.11636694574517,5285.214397152906,Large
Wooden_House,1772,99,East,Timber,Low,4.613882915710209,4.943724792366386,0.9834872367041374,6353,87,11.69450272010446,10.324758328546762,21.441133951246435,64.17171717171718,401.40781366678823,742.9517578082363,Small
Thatched_Hut,1981,78,South,Timber,Medium,6.911927981322366,4.797466770769406,1.665340622307309,15602,60,30.185651134290733,11.49252485907603,18.211105573158456,200.02564102564102,414.71567887934197,4709.56528997204,Small
Thatched_Hut,1948,234,East,Timber,High,7.21353402254523,4.801597828538746,0.6061871540167616,9987,56,35.291108407831096,8.207982514703911,17.673391271748265,42.67948717948718,403.95790526253285,3524.5229966900915,Large
